goal_id,employee_id,department_id,goal_description,weight,completion_pct,completion_unit,recorded_date
GL-0261,EMP-0071,DEPT-004,Complete mandatory compliance training,0.9085,73.4,pct,2024-03-30
GL-0262,EMP-0071,DEPT-004,Complete leadership development programme,0.048,78.3,pct,2024-03-11
GL-0263,EMP-0073,DEPT-001,Implement one process automation initiative,0.1781,79.0,pct,2024-03-19
GL-0264,EMP-0073,DEPT-001,Improve quarterly delivery velocity,0.1573,66.6,pct,2024-03-16
GL-0265,EMP-0073,DEPT-001,Drive measurable cost reduction in operational budget,0.4774,75.2,pct,2024-03-23
GL-0266,EMP-0073,DEPT-001,Deliver cross-functional project milestone,0.1872,80.3,pct,2024-03-28
GL-0267,EMP-0074,DEPT-004,Complete mandatory compliance training,0.5031,54.0,pct,2024-03-17
GL-0268,EMP-0074,DEPT-004,Complete leadership development programme,0.0407,84.1,pct,2024-03-17
GL-0269,EMP-0074,DEPT-004,Drive measurable cost reduction in operational budget,0.4562,70.2,pct,2024-03-18
GL-0270,EMP-0075,DEPT-001,Implement one process automation initiative,0.0811,62.2,pct,2024-03-07
GL-0271,EMP-0075,DEPT-001,Complete product certification or professional qualification,0.1858,75.5,pct,2024-03-21
GL-0272,EMP-0075,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.3614,65.8,pct,2024-03-21
GL-0273,EMP-0075,DEPT-001,Reduce onboarding cycle time for new hires,0.3717,98.0,pct,2024-03-22
GL-0274,EMP-0076,DEPT-003,Complete mandatory compliance training,0.0463,51.2,pct,2024-03-19
GL-0275,EMP-0076,DEPT-003,Implement one process automation initiative,0.1152,51.8,pct,2024-03-12
GL-0276,EMP-0076,DEPT-003,Establish weekly reporting cadence for executive team,0.8385,59.1,pct,2024-03-21
GL-0277,EMP-0077,DEPT-002,Complete mandatory compliance training,0.45,51.2,pct,2024-03-20
GL-0278,EMP-0077,DEPT-002,Reduce process error rate by 10 percent,0.0251,84.6,pct,2024-03-11
GL-0279,EMP-0077,DEPT-002,Mentor two junior team members,0.4947,44.8,pct,2024-03-26
GL-0280,EMP-0077,DEPT-002,Complete product certification or professional qualification,0.0302,60.7,pct,2024-03-15
GL-0281,EMP-0079,DEPT-003,Improve quarterly delivery velocity,0.1663,79.1,pct,2024-03-18
GL-0282,EMP-0079,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.6986,87.8,pct,2024-03-21
GL-0283,EMP-0079,DEPT-003,Reduce process error rate by 10 percent,0.1352,43.9,pct,2024-03-08
GL-0284,EMP-0080,DEPT-004,Reduce onboarding cycle time for new hires,0.0428,94.5,pct,2024-03-25
GL-0285,EMP-0080,DEPT-004,Establish weekly reporting cadence for executive team,0.0683,51.4,pct,2024-03-08
GL-0286,EMP-0080,DEPT-004,Reduce process error rate by 10 percent,0.4277,87.6,pct,2024-03-17
GL-0287,EMP-0080,DEPT-004,Improve quarterly delivery velocity,0.3254,47.3,pct,2024-03-15
GL-0288,EMP-0080,DEPT-004,Deliver cross-functional project milestone,0.1357,91.0,pct,2024-03-16
GL-0289,EMP-0081,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.0831,76.3,pct,2024-03-21
GL-0290,EMP-0081,DEPT-003,Drive measurable cost reduction in operational budget,0.0009,98.4,pct,2024-03-12
GL-0291,EMP-0081,DEPT-003,Establish weekly reporting cadence for executive team,0.4707,48.5,pct,2024-03-17
GL-0292,EMP-0081,DEPT-003,Improve quarterly delivery velocity,0.3689,73.8,pct,2024-03-22
GL-0293,EMP-0081,DEPT-003,Reduce onboarding cycle time for new hires,0.0765,94.2,pct,2024-03-08
GL-0294,EMP-0082,DEPT-003,Reduce onboarding cycle time for new hires,0.4359,46.1,pct,2024-03-23
GL-0295,EMP-0082,DEPT-003,Deliver cross-functional project milestone,0.4625,54.6,pct,2024-03-16
GL-0296,EMP-0082,DEPT-003,Complete mandatory compliance training,0.1016,47.5,pct,2024-03-26
GL-0297,EMP-0083,DEPT-002,Complete leadership development programme,0.0415,79.6,pct,2024-03-23
GL-0298,EMP-0083,DEPT-002,Drive measurable cost reduction in operational budget,0.3665,46.9,pct,2024-03-22
GL-0299,EMP-0083,DEPT-002,Reduce process error rate by 10 percent,0.2191,57.0,pct,2024-03-31
GL-0300,EMP-0083,DEPT-002,Reduce onboarding cycle time for new hires,0.1925,42.4,pct,2024-03-15
GL-0301,EMP-0083,DEPT-002,Establish weekly reporting cadence for executive team,0.1805,99.2,pct,2024-03-29
GL-0302,EMP-0084,DEPT-002,Deliver cross-functional project milestone,0.0829,45.3,pct,2024-03-22
GL-0303,EMP-0084,DEPT-002,Improve quarterly delivery velocity,0.142,90.3,pct,2024-03-24
GL-0304,EMP-0084,DEPT-002,Reduce onboarding cycle time for new hires,0.0046,78.2,pct,2024-03-25
GL-0305,EMP-0084,DEPT-002,Drive measurable cost reduction in operational budget,0.7704,63.1,pct,2024-03-10
GL-0306,EMP-0085,DEPT-004,Deliver cross-functional project milestone,0.118,79.0,pct,2024-03-24
GL-0307,EMP-0085,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.4099,65.3,pct,2024-03-16
GL-0308,EMP-0085,DEPT-004,Reduce process error rate by 10 percent,0.0466,95.2,pct,2024-03-27
GL-0309,EMP-0085,DEPT-004,Complete mandatory compliance training,0.2453,69.8,pct,2024-03-25
GL-0310,EMP-0085,DEPT-004,Drive measurable cost reduction in operational budget,0.1801,48.8,pct,2024-03-11
GL-0311,EMP-0086,DEPT-003,Implement one process automation initiative,0.0398,69.2,pct,2024-03-26
GL-0312,EMP-0086,DEPT-003,Complete product certification or professional qualification,0.0438,89.2,pct,2024-03-14
GL-0313,EMP-0086,DEPT-003,Drive measurable cost reduction in operational budget,0.8135,88.4,pct,2024-03-07
GL-0314,EMP-0086,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.103,97.4,pct,2024-03-09
GL-0315,EMP-0087,DEPT-002,Establish weekly reporting cadence for executive team,0.2618,42.0,pct,2024-03-28
GL-0316,EMP-0087,DEPT-002,Deliver cross-functional project milestone,0.2211,45.5,pct,2024-03-20
GL-0317,EMP-0087,DEPT-002,Implement one process automation initiative,0.0714,42.8,pct,2024-03-27
GL-0318,EMP-0087,DEPT-002,Reduce process error rate by 10 percent,0.2563,94.8,pct,2024-03-18
GL-0319,EMP-0087,DEPT-002,Reduce onboarding cycle time for new hires,0.1894,82.0,pct,2024-03-30
GL-0320,EMP-0088,DEPT-002,Improve quarterly delivery velocity,0.5805,61.2,pct,2024-03-08
GL-0321,EMP-0088,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.2065,58.7,pct,2024-03-19
GL-0322,EMP-0088,DEPT-002,Complete mandatory compliance training,0.213,61.5,pct,2024-03-25
GL-0323,EMP-0089,DEPT-001,Establish weekly reporting cadence for executive team,0.3671,54.5,pct,2024-03-21
GL-0324,EMP-0089,DEPT-001,Complete product certification or professional qualification,0.1529,71.1,pct,2024-03-25
GL-0325,EMP-0089,DEPT-001,Mentor two junior team members,0.48,89.6,pct,2024-03-15
GL-0326,EMP-0090,DEPT-001,Complete product certification or professional qualification,0.0315,86.4,pct,2024-03-27
GL-0327,EMP-0090,DEPT-001,Drive measurable cost reduction in operational budget,0.4154,91.5,pct,2024-03-15
GL-0328,EMP-0090,DEPT-001,Complete mandatory compliance training,0.3809,60.2,pct,2024-03-27
GL-0329,EMP-0090,DEPT-001,Reduce process error rate by 10 percent,0.0502,90.2,pct,2024-03-28
GL-0330,EMP-0090,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.122,85.4,pct,2024-03-21
GL-0331,EMP-0091,DEPT-004,Drive measurable cost reduction in operational budget,0.0555,84.2,pct,2024-03-28
GL-0332,EMP-0091,DEPT-004,Establish weekly reporting cadence for executive team,0.2216,56.1,pct,2024-03-24
GL-0333,EMP-0091,DEPT-004,Complete mandatory compliance training,0.3002,66.5,pct,2024-03-30
GL-0334,EMP-0091,DEPT-004,Complete leadership development programme,0.4228,68.0,pct,2024-03-19
GL-0335,EMP-0094,DEPT-003,Implement one process automation initiative,0.0351,47.2,pct,2024-03-11
GL-0336,EMP-0094,DEPT-003,Reduce process error rate by 10 percent,0.1651,98.6,pct,2024-03-16
GL-0337,EMP-0094,DEPT-003,Deliver cross-functional project milestone,0.1383,55.3,pct,2024-03-29
GL-0338,EMP-0094,DEPT-003,Complete leadership development programme,0.6615,54.2,pct,2024-03-18
GL-0339,EMP-0095,DEPT-003,Reduce process error rate by 10 percent,0.4527,45.2,pct,2024-03-26
GL-0340,EMP-0095,DEPT-003,Reduce onboarding cycle time for new hires,0.4723,58.5,pct,2024-03-25
GL-0341,EMP-0095,DEPT-003,Deliver cross-functional project milestone,0.0377,57.9,pct,2024-03-22
GL-0342,EMP-0095,DEPT-003,Establish weekly reporting cadence for executive team,0.0373,78.8,pct,2024-03-28
GL-0343,EMP-0096,DEPT-004,Complete leadership development programme,0.4519,87.8,pct,2024-03-15
GL-0344,EMP-0096,DEPT-004,Mentor two junior team members,0.1628,80.3,pct,2024-03-09
GL-0345,EMP-0096,DEPT-004,Reduce onboarding cycle time for new hires,0.1322,83.8,pct,2024-03-12
GL-0346,EMP-0096,DEPT-004,Improve quarterly delivery velocity,0.2531,69.7,pct,2024-03-15
GL-0347,EMP-0097,DEPT-001,Mentor two junior team members,0.2726,85.4,pct,2024-03-27
GL-0348,EMP-0097,DEPT-001,Achieve 95-percent-plus stakeholder satisfaction score,0.0791,57.1,pct,2024-03-21
GL-0349,EMP-0097,DEPT-001,Complete leadership development programme,0.2673,98.9,pct,2024-03-30
GL-0350,EMP-0097,DEPT-001,Complete mandatory compliance training,0.381,76.4,pct,2024-03-18
GL-0351,EMP-0098,DEPT-002,Drive measurable cost reduction in operational budget,0.1871,90.5,pct,2024-03-17
GL-0352,EMP-0098,DEPT-002,Deliver cross-functional project milestone,0.2836,64.0,pct,2024-03-18
GL-0353,EMP-0098,DEPT-002,Reduce process error rate by 10 percent,0.0805,62.7,pct,2024-03-20
GL-0354,EMP-0098,DEPT-002,Complete product certification or professional qualification,0.0573,66.8,pct,2024-03-30
GL-0355,EMP-0098,DEPT-002,Improve quarterly delivery velocity,0.3917,60.1,pct,2024-03-17
GL-0356,EMP-0099,DEPT-004,Deliver cross-functional project milestone,0.341,68.1,pct,2024-03-29
GL-0357,EMP-0099,DEPT-004,Drive measurable cost reduction in operational budget,0.0899,78.3,pct,2024-03-19
GL-0358,EMP-0099,DEPT-004,Implement one process automation initiative,0.1312,92.7,pct,2024-03-10
GL-0359,EMP-0099,DEPT-004,Complete mandatory compliance training,0.1586,58.8,pct,2024-03-20
GL-0360,EMP-0099,DEPT-004,Reduce onboarding cycle time for new hires,0.2793,51.7,pct,2024-03-12
GL-0361,EMP-0100,DEPT-003,Drive measurable cost reduction in operational budget,0.4597,91.0,pct,2024-03-13
GL-0362,EMP-0100,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.4781,97.1,pct,2024-03-12
GL-0363,EMP-0100,DEPT-003,Complete product certification or professional qualification,0.0622,55.5,pct,2024-03-14
GL-0364,EMP-0101,DEPT-003,Complete mandatory compliance training,0.0275,86.4,pct,2024-03-11
GL-0365,EMP-0101,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.8592,54.3,pct,2024-03-18
GL-0366,EMP-0101,DEPT-003,Implement one process automation initiative,0.1133,83.0,pct,2024-03-11
GL-0367,EMP-0103,DEPT-004,Reduce onboarding cycle time for new hires,0.5947,60.5,pct,2024-03-25
GL-0368,EMP-0103,DEPT-004,Drive measurable cost reduction in operational budget,0.3147,89.8,pct,2024-03-07
GL-0369,EMP-0103,DEPT-004,Mentor two junior team members,0.0906,93.6,pct,2024-03-25
GL-0370,EMP-0104,DEPT-004,Establish weekly reporting cadence for executive team,0.0946,82.7,pct,2024-03-23
GL-0371,EMP-0104,DEPT-004,Reduce process error rate by 10 percent,0.4517,49.5,pct,2024-03-25
GL-0372,EMP-0104,DEPT-004,Improve quarterly delivery velocity,0.4536,68.8,pct,2024-03-27
GL-0373,EMP-0105,DEPT-001,Reduce onboarding cycle time for new hires,0.0815,83.1,pct,2024-03-23
GL-0374,EMP-0105,DEPT-001,Establish weekly reporting cadence for executive team,0.2389,40.5,pct,2024-03-18
GL-0375,EMP-0105,DEPT-001,Deliver cross-functional project milestone,0.2818,57.5,pct,2024-03-26
GL-0376,EMP-0105,DEPT-001,Implement one process automation initiative,0.3977,72.0,pct,2024-03-19
GL-0377,EMP-0106,DEPT-003,Implement one process automation initiative,0.753,82.3,pct,2024-03-13
GL-0378,EMP-0106,DEPT-003,Establish weekly reporting cadence for executive team,0.1639,46.6,pct,2024-03-22
GL-0379,EMP-0106,DEPT-003,Reduce process error rate by 10 percent,0.0832,92.8,pct,2024-03-29
GL-0380,EMP-0107,DEPT-001,Implement one process automation initiative,0.4672,43.6,pct,2024-03-29
GL-0381,EMP-0107,DEPT-001,Complete mandatory compliance training,0.5291,96.5,pct,2024-03-18
GL-0382,EMP-0107,DEPT-001,Improve quarterly delivery velocity,0.0036,43.3,pct,2024-03-29
GL-0383,EMP-0109,DEPT-001,Complete leadership development programme,0.247,60.9,pct,2024-03-13
GL-0384,EMP-0109,DEPT-001,Establish weekly reporting cadence for executive team,0.0767,61.3,pct,2024-03-27
GL-0385,EMP-0109,DEPT-001,Drive measurable cost reduction in operational budget,0.2012,85.5,pct,2024-03-28
GL-0386,EMP-0109,DEPT-001,Mentor two junior team members,0.37,87.1,pct,2024-03-19
GL-0387,EMP-0109,DEPT-001,Implement one process automation initiative,0.105,98.5,pct,2024-03-12
GL-0388,EMP-0110,DEPT-002,Reduce onboarding cycle time for new hires,0.6436,75.4,pct,2024-03-09
GL-0389,EMP-0110,DEPT-002,Reduce process error rate by 10 percent,0.0657,55.1,pct,2024-03-26
GL-0390,EMP-0110,DEPT-002,Drive measurable cost reduction in operational budget,0.0529,47.4,pct,2024-03-26
GL-0391,EMP-0110,DEPT-002,Complete leadership development programme,0.1533,53.8,pct,2024-03-09
GL-0392,EMP-0110,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.0844,96.4,pct,2024-03-09
GL-0393,EMP-0111,DEPT-003,Complete product certification or professional qualification,0.085,65.6,pct,2024-03-07
GL-0394,EMP-0111,DEPT-003,Deliver cross-functional project milestone,0.0076,51.4,pct,2024-03-08
GL-0395,EMP-0111,DEPT-003,Reduce process error rate by 10 percent,0.9073,49.3,pct,2024-03-29
GL-0396,EMP-0112,DEPT-002,Implement one process automation initiative,0.215,68.4,pct,2024-03-13
GL-0397,EMP-0112,DEPT-002,Improve quarterly delivery velocity,0.0286,55.7,pct,2024-03-25
GL-0398,EMP-0112,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.7564,74.3,pct,2024-03-27
GL-0399,EMP-0113,DEPT-003,Complete mandatory compliance training,0.2508,75.3,pct,2024-03-23
GL-0400,EMP-0113,DEPT-003,Complete product certification or professional qualification,0.5415,53.9,pct,2024-03-22
GL-0401,EMP-0113,DEPT-003,Mentor two junior team members,0.0122,55.7,pct,2024-03-18
GL-0402,EMP-0113,DEPT-003,Establish weekly reporting cadence for executive team,0.1564,89.7,pct,2024-03-15
GL-0403,EMP-0113,DEPT-003,Improve quarterly delivery velocity,0.0392,63.2,pct,2024-03-17
GL-0404,EMP-0114,DEPT-003,Reduce process error rate by 10 percent,0.4075,93.5,pct,2024-03-07
GL-0405,EMP-0114,DEPT-003,Improve quarterly delivery velocity,0.343,67.6,pct,2024-03-13
GL-0406,EMP-0114,DEPT-003,Drive measurable cost reduction in operational budget,0.2495,94.5,pct,2024-03-29
GL-0407,EMP-0115,DEPT-002,Improve quarterly delivery velocity,0.2068,81.7,pct,2024-03-13
GL-0408,EMP-0115,DEPT-002,Establish weekly reporting cadence for executive team,0.5702,59.0,pct,2024-03-30
GL-0409,EMP-0115,DEPT-002,Complete leadership development programme,0.223,77.3,pct,2024-03-09
GL-0410,EMP-0117,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.6925,55.7,pct,2024-03-16
GL-0411,EMP-0117,DEPT-003,Drive measurable cost reduction in operational budget,0.075,43.0,pct,2024-03-18
GL-0412,EMP-0117,DEPT-003,Complete mandatory compliance training,0.2324,62.0,pct,2024-03-10
GL-0413,EMP-0118,DEPT-003,Mentor two junior team members,0.1925,45.1,pct,2024-03-17
GL-0414,EMP-0118,DEPT-003,Implement one process automation initiative,0.437,85.6,pct,2024-03-30
GL-0415,EMP-0118,DEPT-003,Reduce onboarding cycle time for new hires,0.1227,40.5,pct,2024-03-10
GL-0416,EMP-0118,DEPT-003,Complete leadership development programme,0.2478,40.6,pct,2024-03-19
GL-0417,EMP-0119,DEPT-003,Improve quarterly delivery velocity,0.8036,69.7,pct,2024-03-13
GL-0418,EMP-0119,DEPT-003,Complete product certification or professional qualification,0.1924,71.6,pct,2024-03-17
GL-0419,EMP-0119,DEPT-003,Establish weekly reporting cadence for executive team,0.004,55.6,pct,2024-03-11
GL-0420,EMP-0122,DEPT-002,Drive measurable cost reduction in operational budget,0.5768,49.7,pct,2024-03-14
GL-0421,EMP-0122,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.3028,61.1,pct,2024-03-16
GL-0422,EMP-0122,DEPT-002,Mentor two junior team members,0.1203,41.6,pct,2024-03-08
GL-0423,EMP-0123,DEPT-003,Achieve 95-percent-plus stakeholder satisfaction score,0.0968,94.7,pct,2024-03-22
GL-0424,EMP-0123,DEPT-003,Establish weekly reporting cadence for executive team,0.0716,48.3,pct,2024-03-20
GL-0425,EMP-0123,DEPT-003,Implement one process automation initiative,0.3061,77.6,pct,2024-03-16
GL-0426,EMP-0123,DEPT-003,Drive measurable cost reduction in operational budget,0.0485,60.3,pct,2024-03-27
GL-0427,EMP-0123,DEPT-003,Complete mandatory compliance training,0.4769,71.6,pct,2024-03-12
GL-0428,EMP-0124,DEPT-004,Achieve 95-percent-plus stakeholder satisfaction score,0.5735,73.3,pct,2024-03-22
GL-0429,EMP-0124,DEPT-004,Deliver cross-functional project milestone,0.1119,78.4,pct,2024-03-07
GL-0430,EMP-0124,DEPT-004,Reduce process error rate by 10 percent,0.1215,97.3,pct,2024-03-27
GL-0431,EMP-0124,DEPT-004,Complete product certification or professional qualification,0.1932,90.0,pct,2024-03-18
GL-0432,EMP-0125,DEPT-004,Establish weekly reporting cadence for executive team,0.6961,77.5,pct,2024-03-18
GL-0433,EMP-0125,DEPT-004,Complete leadership development programme,0.1396,82.3,pct,2024-03-30
GL-0434,EMP-0125,DEPT-004,Deliver cross-functional project milestone,0.1642,52.4,pct,2024-03-28
GL-0435,EMP-0126,DEPT-001,Mentor two junior team members,0.7839,42.0,pct,2024-03-17
GL-0436,EMP-0126,DEPT-001,Drive measurable cost reduction in operational budget,0.1697,80.7,pct,2024-03-11
GL-0437,EMP-0126,DEPT-001,Reduce process error rate by 10 percent,0.0464,44.5,pct,2024-03-25
GL-0438,EMP-0128,DEPT-002,Achieve 95-percent-plus stakeholder satisfaction score,0.2399,61.3,pct,2024-03-14
GL-0439,EMP-0128,DEPT-002,Improve quarterly delivery velocity,0.7054,92.6,pct,2024-03-29
GL-0440,EMP-0128,DEPT-002,Mentor two junior team members,0.0529,59.2,pct,2024-03-21
GL-0441,EMP-0128,DEPT-002,Complete product certification or professional qualification,0.0019,98.2,pct,2024-03-15
GL-0442,EMP-0129,DEPT-004,Complete mandatory compliance training,0.0013,71.8,pct,2024-03-13
GL-0443,EMP-0129,DEPT-004,Drive measurable cost reduction in operational budget,0.001,51.7,pct,2024-03-23
GL-0444,EMP-0129,DEPT-004,Establish weekly reporting cadence for executive team,0.9159,96.7,pct,2024-03-21
GL-0445,EMP-0129,DEPT-004,Reduce process error rate by 10 percent,0.0818,55.9,pct,2024-03-07
GL-0446,EMP-0130,DEPT-001,Establish weekly reporting cadence for executive team,0.0689,79.0,pct,2024-03-26
GL-0447,EMP-0130,DEPT-001,Deliver cross-functional project milestone,0.4687,87.3,pct,2024-03-12
GL-0448,EMP-0130,DEPT-001,Implement one process automation initiative,0.0636,98.3,pct,2024-03-26
GL-0449,EMP-0130,DEPT-001,Drive measurable cost reduction in operational budget,0.3988,52.7,pct,2024-03-28
GL-0450,EMP-0131,DEPT-002,Establish weekly reporting cadence for executive team,0.8513,69.8,pct,2024-03-19
GL-0451,EMP-0131,DEPT-002,Drive measurable cost reduction in operational budget,0.0076,53.1,pct,2024-03-30
GL-0452,EMP-0131,DEPT-002,Improve quarterly delivery velocity,0.1411,61.6,pct,2024-03-29
GL-0453,EMP-0132,DEPT-002,Complete product certification or professional qualification,0.6529,49.0,pct,2024-03-26
GL-0454,EMP-0132,DEPT-002,Improve quarterly delivery velocity,0.1495,93.2,pct,2024-03-16
GL-0455,EMP-0132,DEPT-002,Drive measurable cost reduction in operational budget,0.104,94.3,pct,2024-03-11
GL-0456,EMP-0132,DEPT-002,Reduce process error rate by 10 percent,0.0355,48.2,pct,2024-03-17
GL-0457,EMP-0132,DEPT-002,Reduce onboarding cycle time for new hires,0.0581,45.9,pct,2024-03-11
GL-0458,EMP-0133,DEPT-002,Improve quarterly delivery velocity,0.1808,87.4,pct,2024-03-13
GL-0459,EMP-0133,DEPT-002,Complete product certification or professional qualification,0.2362,63.5,pct,2024-03-10
